Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,TimeDim,Dim1Type,Dim1,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
25263077,RS_198,COUNTRY,ATG,YEAR,2019,SEX,BTSX,,,,,,,0.0 [0.0-0.0],0.0,0.0,0.0,,2021-02-09T16:22:34.78+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
25263981,RS_198,COUNTRY,AUS,YEAR,2019,SEX,BTSX,,,,,,,4.9 [3.9-6.1],4.93914,3.9044,6.09235,,2021-02-09T16:22:59.753+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
25264908,RS_198,COUNTRY,AUT,YEAR,2019,SEX,BTSX,,,,,,,4.9 [3.8-6.1],4.86592,3.83464,6.06026,,2021-02-09T16:23:23.37+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
25283809,RS_198,COUNTRY,CHE,YEAR,2019,SEX,BTSX,,,,,,,2.2 [1.7-2.9],2.24644,1.68936,2.89022,,2021-02-09T16:31:08.547+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
25296399,RS_198,COUNTRY,DEU,YEAR,2019,SEX,BTSX,,,,,,,3.8 [3.0-4.7],3.78353,3.02129,4.65401,,2021-02-09T16:36:15.503+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
25298206,RS_198,COUNTRY,DNK,YEAR,2019,SEX,BTSX,,,,,,,3.7 [2.9-4.7],3.69833,2.86239,4.67602,,2021-02-09T16:36:56.963+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
25303612,RS_198,COUNTRY,ESP,YEAR,2019,SEX,BTSX,,,,,,,3.9 [3.1-4.8],3.91405,3.09493,4.81146,,2021-02-09T16:39:04.927+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
25304500,RS_198,COUNTRY,EST,YEAR,2019,SEX,BTSX,,,,,,,4.5 [3.1-6.3],4.46408,3.05623,6.32485,,2021-02-09T16:39:26.17+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
25306262,RS_198,COUNTRY,FIN,YEAR,2019,SEX,BTSX,,,,,,,3.9 [3.0-5.0],3.88637,2.95779,4.99306,,2021-02-09T16:40:10.367+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
25308972,RS_198,COUNTRY,FSM,YEAR,2019,SEX,BTSX,,,,,,,0.2 [0.1-0.3],0.15972,0.07172,0.25878,,2021-02-09T16:41:16.14+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
25310762,RS_198,COUNTRY,GBR,YEAR,2019,SEX,BTSX,,,,,,,3.2 [3.0-3.4],3.21187,2.99605,3.41545,,2021-02-09T16:41:57.893+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
25326084,RS_198,COUNTRY,IRL,YEAR,2019,SEX,BTSX,,,,,,,3.1 [2.3-4.1],3.13364,2.33177,4.05144,,2021-02-09T16:48:08.14+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
25328814,RS_198,COUNTRY,ISL,YEAR,2019,SEX,BTSX,,,,,,,2.0 [1.4-2.8],2.04915,1.4291,2.76779,,2021-02-09T16:49:11.167+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
25329697,RS_198,COUNTRY,ISR,YEAR,2019,SEX,BTSX,,,,,,,3.9 [3.1-4.9],3.90874,3.06123,4.88061,,2021-02-09T16:49:31.27+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
25333279,RS_198,COUNTRY,JPN,YEAR,2019,SEX,BTSX,,,,,,,3.6 [3.2-3.9],3.59908,3.16682,3.94837,,2021-02-09T16:50:55.757+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
25337776,RS_198,COUNTRY,KIR,YEAR,2019,SEX,BTSX,,,,,,,1.9 [1.1-3.0],1.92481,1.10324,2.98022,,2021-02-09T16:52:38.377+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
25347667,RS_198,COUNTRY,LUX,YEAR,2019,SEX,BTSX,,,,,,,4.1 [3.0-5.4],4.07499,3.03549,5.399,,2021-02-09T16:56:23.73+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
25352172,RS_198,COUNTRY,MDV,YEAR,2019,SEX,BTSX,,,,,,,1.6 [1.0-2.4],1.6277,1.04815,2.38929,,2021-02-09T16:58:06.943+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
25355795,RS_198,COUNTRY,MLT,YEAR,2019,SEX,BTSX,,,,,,,4.1 [2.9-5.6],4.10715,2.86625,5.55263,,2021-02-09T16:59:28.897+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
25367485,RS_198,COUNTRY,NLD,YEAR,2019,SEX,BTSX,,,,,,,4.0 [3.1-5.0],3.98313,3.12867,4.96998,,2021-02-09T17:04:09.29+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
25368358,RS_198,COUNTRY,NOR,YEAR,2019,SEX,BTSX,,,,,,,2.1 [1.9-2.4],2.12302,1.91303,2.39625,,2021-02-09T17:04:29.733+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
25386375,RS_198,COUNTRY,SGP,YEAR,2019,SEX,BTSX,,,,,,,2.1 [1.6-2.7],2.08609,1.58343,2.69635,,2021-02-09T17:11:44.887+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
25396290,RS_198,COUNTRY,SWError,YEAR,2019,SEX,BTSX,,,,,,,3.1 [2.5-3.9],3.13947,2.52029,3.87166,,2021-02-09T17:15:33.01+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
25263096,RS_198,COUNTRY,ATG,YEAR,2018,SEX,BTSX,,,,,,,0.0 [0.0-0.0],0.0,0.0,0.0,,2021-02-09T16:22:35.33+01:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
25263959,RS_198,COUNTRY,AUS,YEAR,2018,SEX,BTSX,,,,,,,4.8 [3.9-5.8],4.79252,3.85166,5.83613,,2021-02-09T16:22:59.247+01:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
25264879,RS_198,COUNTRY,AUT,YEAR,2018,SEX,BTSX,,,,,,,4.8 [3.9-5.9],4.82083,3.85289,5.91664,,2021-02-09T16:23:22.677+01:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
25283761,RS_198,COUNTRY,CHE,YEAR,2018,SEX,BTSX,,,,,,,2.8 [2.1-3.6],2.81505,2.14837,3.58592,,2021-02-09T16:31:07.57+01:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
25296364,RS_198,COUNTRY,DEU,YEAR,2018,SEX,BTSX,,,,,,,4.1 [3.3-5.0],4.08963,3.31,4.97238,,2021-02-09T16:36:14.727+01:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
25298201,RS_198,COUNTRY,DNK,YEAR,2018,SEX,BTSX,,,,,,,3.2 [2.5-4.0],3.18606,2.47838,4.01978,,2021-02-09T16:36:56.773+01:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
25303564,RS_198,COUNTRY,ESP,YEAR,2018,SEX,BTSX,,,,,,,4.1 [3.3-5.0],4.10744,3.2954,4.9902,,2021-02-09T16:39:03.853+01:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
25306305,RS_198,COUNTRY,FIN,YEAR,2018,SEX,BTSX,,,,,,,4.5 [3.4-5.7],4.45444,3.42972,5.65136,,2021-02-09T16:40:11.343+01:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
25308959,RS_198,COUNTRY,FSM,YEAR,2018,SEX,BTSX,,,,,,,0.2 [0.1-0.3],0.21282,0.09636,0.34427,,2021-02-09T16:41:15.843+01:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
25310789,RS_198,COUNTRY,GBR,YEAR,2018,SEX,BTSX,,,,,,,3.0 [2.8-3.2],3.01805,2.82362,3.20348,,2021-02-09T16:41:58.54+01:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
25326079,RS_198,COUNTRY,IRL,YEAR,2018,SEX,BTSX,,,,,,,3.0 [2.3-3.9],3.02987,2.28165,3.88919,,2021-02-09T16:48:08.013+01:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
25329698,RS_198,COUNTRY,ISR,YEAR,2018,SEX,BTSX,,,,,,,3.4 [2.7-4.2],3.40034,2.69229,4.19658,,2021-02-09T16:49:31.283+01:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
25333306,RS_198,COUNTRY,JPN,YEAR,2018,SEX,BTSX,,,,,,,3.7 [3.2-4.0],3.65422,3.23254,4.00066,,2021-02-09T16:50:56.477+01:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
25337763,RS_198,COUNTRY,KIR,YEAR,2018,SEX,BTSX,,,,,,,2.1 [1.2-3.3],2.13185,1.22732,3.29827,,2021-02-09T16:52:38.11+01:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
25352190,RS_198,COUNTRY,MDV,YEAR,2018,SEX,BTSX,,,,,,,1.7 [1.1-2.5],1.722,1.12423,2.5119,,2021-02-09T16:58:07.303+01:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
25355785,RS_198,COUNTRY,MLT,YEAR,2018,SEX,BTSX,,,,,,,4.6 [3.2-6.2],4.63235,3.24632,6.23313,,2021-02-09T16:59:28.69+01:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
25367483,RS_198,COUNTRY,NLD,YEAR,2018,SEX,BTSX,,,,,,,4.1 [3.3-5.1],4.09741,3.25413,5.06976,,2021-02-09T17:04:09.24+01:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
25368360,RS_198,COUNTRY,NOR,YEAR,2018,SEX,BTSX,,,,,,,2.1 [1.9-2.4],2.13929,1.93113,2.41097,,2021-02-09T17:04:29.78+01:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
25386377,RS_198,COUNTRY,SGP,YEAR,2018,SEX,BTSX,,,,,,,2.3 [1.8-2.9],2.27601,1.75159,2.9105,,2021-02-09T17:11:44.933+01:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
25395399,RS_198,COUNTRY,SVN,YEAR,2018,SEX,BTSX,,,,,,,4.5 [3.2-6.2],4.52394,3.18679,6.23304,,2021-02-09T17:15:11.477+01:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
25396263,RS_198,COUNTRY,SWE,YEAR,2018,SEX,BTSX,,,,,,,3.6 [2.9-4.4],3.61718,2.92241,4.43558,,2021-02-09T17:15:32.23+01:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
25263113,RS_198,COUNTRY,ATG,YEAR,2017,SEX,BTSX,,,,,,,0.0 [0.0-0.0],0.0,0.0,0.0,,2021-02-09T16:22:35.723+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
25264859,RS_198,COUNTRY,AUT,YEAR,2017,SEX,BTSX,,,,,,,4.9 [4.0-6.0],4.91748,3.96977,5.97055,,2021-02-09T16:23:22.22+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
25283763,RS_198,COUNTRY,CHE,YEAR,2017,SEX,BTSX,,,,,,,2.8 [2.2-3.5],2.80281,2.17652,3.52916,,2021-02-09T16:31:07.617+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
25296404,RS_198,COUNTRY,DEU,YEAR,2017,SEX,BTSX,,,,,,,4.0 [3.3-4.8],3.99334,3.28592,4.79127,,2021-02-09T16:36:15.6+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
25298191,RS_198,COUNTRY,DNK,YEAR,2017,SEX,BTSX,,,,,,,3.3 [2.6-4.1],3.26975,2.58204,4.07039,,2021-02-09T16:36:56.5+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
25303569,RS_198,COUNTRY,ESP,YEAR,2017,SEX,BTSX,,,,,,,4.2 [3.4-5.0],4.16664,3.39945,4.99433,,2021-02-09T16:39:03.967+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
25304473,RS_198,COUNTRY,EST,YEAR,2017,SEX,BTSX,,,,,,,4.1 [3.0-5.4],4.06996,3.00626,5.38307,,2021-02-09T16:39:25.617+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
25306300,RS_198,COUNTRY,FIN,YEAR,2017,SEX,BTSX,,,,,,,4.4 [3.5-5.6],4.44535,3.45571,5.59862,,2021-02-09T16:40:11.233+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
25308993,RS_198,COUNTRY,FSM,YEAR,2017,SEX,BTSX,,,,,,,0.3 [0.1-0.4],0.27676,0.12639,0.44643,,2021-02-09T16:41:16.6+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
25310817,RS_198,COUNTRY,GBR,YEAR,2017,SEX,BTSX,,,,,,,3.0 [2.8-3.2],3.01943,2.83039,3.20047,,2021-02-09T16:41:59.17+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
25326058,RS_198,COUNTRY,IRL,YEAR,2017,SEX,BTSX,,,,,,,3.4 [2.6-4.4],3.40817,2.57354,4.36025,,2021-02-09T16:48:07.513+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
25329703,RS_198,COUNTRY,ISR,YEAR,2017,SEX,BTSX,,,,,,,4.0 [3.2-4.9],4.01512,3.21874,4.90616,,2021-02-09T16:49:31.397+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
25333272,RS_198,COUNTRY,JPN,YEAR,2017,SEX,BTSX,,,,,,,3.9 [3.4-4.2],3.87733,3.42742,4.23451,,2021-02-09T16:50:55.617+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
25337812,RS_198,COUNTRY,KIR,YEAR,2017,SEX,BTSX,,,,,,,2.4 [1.4-3.6],2.36006,1.3763,3.6327,,2021-02-09T16:52:39.19+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
25347680,RS_198,COUNTRY,LUX,YEAR,2017,SEX,BTSX,,,,,,,4.8 [3.6-6.2],4.79185,3.61797,6.16913,,2021-02-09T16:56:24.013+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
25352192,RS_198,COUNTRY,MDV,YEAR,2017,SEX,BTSX,,,,,,,1.8 [1.2-2.6],1.78421,1.16918,2.57416,,2021-02-09T16:58:07.35+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
25355813,RS_198,COUNTRY,MLT,YEAR,2017,SEX,BTSX,,,,,,,4.9 [3.6-6.6],4.90312,3.55094,6.56184,,2021-02-09T16:59:29.277+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
25367502,RS_198,COUNTRY,NLD,YEAR,2017,SEX,BTSX,,,,,,,3.7 [3.0-4.5],3.71299,2.9869,4.54063,,2021-02-09T17:04:09.67+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
25368388,RS_198,COUNTRY,NOR,YEAR,2017,SEX,BTSX,,,,,,,2.1 [1.9-2.3],2.11726,1.92072,2.3247,,2021-02-09T17:04:30.377+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
25386409,RS_198,COUNTRY,SGP,YEAR,2017,SEX,BTSX,,,,,,,2.5 [1.9-3.1],2.48243,1.93997,3.13387,,2021-02-09T17:11:45.607+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
25396295,RS_198,COUNTRY,SWE,YEAR,2017,SEX,BTSX,,,,,,,2.7 [2.2-3.3],2.72711,2.2326,3.28998,,2021-02-09T17:15:33.107+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
25263074,RS_198,COUNTRY,ATG,YEAR,2016,SEX,BTSX,,,,,,,0.0 [0.0-0.0],0.0,0.0,0.0,,2021-02-09T16:22:34.71+01:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
25283813,RS_198,COUNTRY,CHE,YEAR,2016,SEX,BTSX,,,,,,,2.7 [2.1-3.3],2.66113,2.0808,3.33511,,2021-02-09T16:31:08.623+01:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
25296379,RS_198,COUNTRY,DEU,YEAR,2016,SEX,BTSX,,,,,,,4.0 [3.4-4.8],4.04775,3.38227,4.78006,,2021-02-09T16:36:15.06+01:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
25298199,RS_198,COUNTRY,DNK,YEAR,2016,SEX,BTSX,,,,,,,4.0 [3.2-4.9],3.97455,3.15635,4.91797,,2021-02-09T16:36:56.693+01:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
25303581,RS_198,COUNTRY,ESP,YEAR,2016,SEX,BTSX,,,,,,,4.1 [3.4-4.9],4.12145,3.42353,4.87544,,2021-02-09T16:39:04.233+01:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
